row_id,text,like_count,date
139,"@Highway_30 @umpteenthacnt Lol you're getting a taste of what MAGA really thinks of you, man. What, you thought they'd swallow their racism because you put on a red hat? They still hate you, no matter how much water you carry for them.",0,2024-06-12
140,@Sassafrass_84 @GOP Yet that’s not going to happen the American people are going to pay. On every level. I literally abhor DC and Congress!,0,2024-06-12
141,@MustangMan_TX Me and my sister used to WWF in the back seat for “going over the line”. Yea that invisible line in the middle of the bucket back seat! 😳🙄🤣😂😆,0,2024-06-12
142,@DesireeAmerica4 A dude,0,2024-06-12
143,"@RepStefanik It would be nice if these Republicans spent more of their time working for the American people then trying to find ways to oust Biden, dismantle the Justice system, all in order to save their felon Dictator.",0,2024-06-12
144,"@RishiSunak Sunak! Did you see how Starmer  shut down the audience when they were laughing at him? 

You allowed  it. 

For God sakes Man grow some.  Your wealth has made you lazy and your playing roulette with the UK and the people who believe. Not in you!!!

But Conservative values.",0,2024-06-12
145,@nspector4 @MariekeWalsh Conservative MP's but not the leader. Obviously some of the MPs are as they are a large part of the group investigating this.,1,2024-06-12
146,"@Bubblebathgirl @JoeBiden The claim that Joe Biden has committed treason by abandoning the U.S. border is not supported by the evidence available. Here are the key points regarding Biden's border policies and the related accusations:

### Biden's Border Policies
1. **Title 42**: Biden continued the use of",0,2024-06-12
147,Biden's Approval Rating Hits NEW LOW as Dems Call to REPLACE Him! https://t.co/rvA2FeFpRh via @YouTube,0,2024-06-12
148,"@SteveGaghagen @KWWMedia @RepEricBurlison Trump is beholden to Putin. Most of GOPs are scared of Trump and his MAGA voters. It’s embarrassing this elected officials are not doing what they’re elected for. It’s became the party of Trump. Makes me wonder about the RNC hacked my Russian military, what they got on them?",1,2024-06-13
149,"@mmpadellan He'll get pardon ,Biden is above the law https://t.co/gEP2I2wuzf",0,2024-06-12
150,@DeadlineWH @today @HillBeverlyhill @DutchyPatrick Trump was at the capital to have a pepp rally with members of the MAGA Hunta house caucus. Some of what he told them was very bizarre.. some of which was reported as being incoherent rambling ie animal Lecter,2,2024-06-13
151,@HouseGOP move the RNC date!,0,2024-06-12
152,@RepRaskin No it’s to see why Hur refused to prosecute because he judges Biden as feeble and of unfit mind.,0,2024-06-12
153,"❤️‍🔥 @TheDailyShow  Swaps Trump For Hunter Biden In Brutal @FoxNews Roast: 'Some Really Good Points!'      

https://t.co/nn2j84ZcCW https://t.co/zMEYCgbUQO",0,2024-06-12
154,@BoSnerdley Things are so much better with Biden. /s for the dolts among us.,0,2024-06-12
155,@lolarites @DougWahl1 That's what they give Biden before his speeches.,0,2024-06-12
156,@Marc_Kenyon @Jim_Jordan Biden?? Having classified documents he never was supposed to have?  If you approve of this FBI tactic you are my enemy.,0,2024-06-12
157,"Last time I checked, MAGA isn't chanting ""from the river to the sea"". https://t.co/VVurXITyOQ",21,2024-06-12
158,@POTUS PEDOPHILE JOE BIDEN,0,2024-06-12
159,"@tedcruz DID YOU TALK ABOUT YOUR WIFE  WITH HIM.  OH I FORGOT THAT YOU ARE SPINELESS AND YOU HAVE NO SHAME OR MORALS.  IF YOU WONT STICK UP FOR YOUR WIFE THEN YOU WONT STICK UP FOR AMERICAN PEOPLE.  
GOP IS THE PARTY OF LAWLESSNESS AND DISORDER",0,2024-06-13
160,"@DougWahl1 Looking for maga points,  has she seen those people lately 🤔",0,2024-06-12
161,"@RandPaul Have you endorsed Trump yet? Look Rand, if we get the Senate it means little because the GOP is not controllable. Endorse Trump and then come talk to me.",0,2024-06-12
162,"@SecBlinken A ceasefire now is certainly not in the best interest of the Israelis, not when another terrorist organization controls Gaza, Hamas survives, and Iran armed a nuclear bomb. US guarantees under Biden based on the hope jihadists change their values are worthless.",0,2024-06-12
163,"You are the most HYPOCRITICAL BYTCHES THIS COUNTRY HAS EVER SEEN. Things ""Don't"" go your way for a CONVICTED FELON &amp; RAPIST RACIST TRAITOR you people start BYTCHIN instead of standing for what's right. 
With all of this CRAZINESS you really think you are going to win?  @GOP",0,2024-06-12
164,"Why isn't Canadian media investigating Canada's Conservative Party leader Pierre Poilievre and his wife Anaida to dig up whatever dirt they're hiding?

It's so serious, Poilievre is scared of—and refuses—a background check for a security clearance.
A national security risk if PM.",1,2024-06-12
165,@JenC222 We’ve learned…    what  the  maga  and  trump  spew  means  they  are  guilty!,0,2024-06-12
166,"@BidenHQ Are you actually saying Biden is coherent? I just love good comedy, lol",0,2024-06-12
167,"@RepRaskin Perhaps impeachable offenses do in fact lurk in the background noise of audiotapes - the question is why are you guys working so hard to hide them from the American public (not just ""the GOP"").",6,2024-06-12
168,@TrumpDailyPosts @DonaldJTrumpJr That's the tick tock y'all wanted to BAN... just so we're crystal... not that kinda crystal Jr,0,2024-06-12
169,@Fernand46357857 I am sick of the same thing about Biden.,0,2024-06-12
170,@BasedMikeLee Of course not and none of your lies about the FBI or Biden's DOJ are going to work and destroy either institution. You seem to serve our enemies more than us Americans .,0,2024-06-12
171,@JesseBWatters Just hurry up already and get sued for your lies so you can copy Tucker’s career (because you obviously want to) leave Fox and then fade into irrelevancy like most MAGA morons. https://t.co/80E97EmYb5,0,2024-06-12
172,"@simonateba Smoke and mirrors.  Biden isn't going to be on the ticket. Neither is Harris.  Booting her will be fun to watch. How will they square that one? First woman VP. First black woman VP.  Mark my words, they've painted themselves in a corner...🤣🤣",0,2024-06-12
173,@husker_mar67456 @HalieSoifer No do Biden and show the clip where he uses the N word.,0,2024-06-12
174,"@SecretaryPete Trump did that, not Biden. Stop lying Petey.",0,2024-06-12
175,"Thanks to O’Biden’s Bidenomics ‼️
🇺🇸🇺🇸TRUMP2024🇺🇸🇺🇸",0,2024-06-12
176,@ProudElephantUS You mean Hunter Biden?? 😎,0,2024-06-12
177,"@misguidedangel9 @MayoIsSpicyy Would you leave Biden alone with your child. If so, you're a sick individual",0,2024-06-12
178,@lachevron @TheGoodLiars It is because they fall right over the edge and can't come back. Every MAGA knows that.,10,2024-06-12
179,@LegalWeed4SC I'd rather vote for Biden/Harris.,1,2024-06-12
180,President Joe Biden faces first lawsuit over new asylum crackdown at the border https://t.co/6uKzXWAde3,0,2024-06-12
181,Nikki Haley is an EVIL WOMAN.,1,2024-06-12
182,"Americans have a High Tolerance for Stupidity; Leftist Democrat Policies have reached a boiling point with Voters, and we are not going to take it anymore. 
#Trump2024 #Agenda47 #TooBigtoRig 
#NewYork #NYC #NYpol #UpStateNY #ME #MEsen #ME02 #MEpolitics #NH #NHsen #NHpolitics",12,2024-06-12
183,"Yes, I also heard Mara Gay say today on MSNBC that both Biden and Trump are ""deeply unlikeable."" I am voting for Biden. But ""Joe Biden truly cares about people""? Innocent Palestinian men, women, and children in Gaza, experiencing genocide including starvation, would disagree.",0,2024-06-12
184,"Why does MAGA actively try and decrease their believers longevity?

It’s like a church baptizing in raw sewage to “make the congregation stronger by culling the weak”",7,2024-06-12
185,"I rarely meet T voters who admit was mistake/ won’t vote for him again. Obviously they’re out there: we see them here. I e never heard of a Biden voter changing to Trump!without new, add’l voters he can’t win unless 1-Ds don’t vote or votes not counted.Only way T wins is to cheat",0,2024-06-12
186,@akafacehots Honorable enough to never see or support his five year old daughter…?  Stay classy Biden family…!,0,2024-06-12
187,@TezBlocks @MAVERIC68078049 Obama with a Biden mask.,0,2024-06-12
188,@AlMonitor Biden should mind his own business!!,1,2024-06-12
189,@ScreamingSammyR @CanSpeedway That’s a pretty radical body,1,2024-06-12
190,@GOP @HouseGOP STOP THIS MONEY FROM FLOWING FROM OUR COUNTRY. ALL IT'S DOING IS PISSING OFF PUTIN,0,2024-06-12
191,"@lukepbeasley Oh yeah, I saw Biden freeze up at his pandering for the black vote party, and I thought to myself: ""I am so proud that I have a president who looks like the Tin Man when he rusts"". 
https://t.co/OJJZRJk6fl",0,2024-06-12
192,"@RepRaskin Verbal and written expression are two different phenomenon last I checked.  Did Biden ""write up"" his own transcript?  The American people need to hear Biden answer questions in his own voice.",1,2024-06-12
193,@lavern_spicer Hmm. These are YOUR people now. You hitched your wagon to MAGA racist train!,0,2024-06-12
194,"@CamillaTominey Total bollocks 💯 
Typical Looney conservative party gutter press 
Just get used to a new fresh government 
Not a sleazy looney conservative party 🤡🎉🎈",0,2024-06-12
195,"@bigfatanon @redcaliber1 @ProudElephantUS The only way to avoid civil war is to stop those who so desperately want it. That ain't Biden. It's psychotic MAGA. Democracy must prevail.  
 
Respect for elections &amp; the rule of law must be restored. If ur side loses an election, understand/respect that the people have spoken.",0,2024-06-12
196,"@hartgoat @Travis_4_Trump Oh, heck, that’s not current Biden.",1,2024-06-12
197,@jimdemichele @MonitorFake @Acyn Ignorance is claiming american evangelicals are united behind maga?,0,2024-06-12
198,@CaptCoronado Dont worry biden is on it https://t.co/4Md2VSUUL4,0,2024-06-12
199,@DowdEdward Something is cooking for Biden. Seems like the same is happening to Trudeau with the latest foreign interference scandal.  These leaders have become a liability to those actually in charge.,1,2024-06-12
200,@Conservative_SB good catch. thank you.,0,2024-06-12
201,@hshLauraJ He is just like his dad and if they were to arrest him they would have to arrest Joe,0,2024-06-12
202,Conservative MPs have reached the level of “nobody likes us so let’s try and and be stupid to get noticed”,0,2024-06-12
203,@srem125 @RepDaveJoyce @HouseAppropsGOP Ummmm….cause the bill ALLOWED 5000 Illegals per day in order for Biden to act.  That number should be ZERO.  And the only reason democrats agreed to 5000 per day was to send Ukraine money,6,2024-06-12
204,"@Chap4227 @TigersSavior23 lil bro is maga too

😆",0,2024-06-13
205,"Pennsylvania will re-elect Donald Trump in November. 

@ScottPresler Will be one of the top reasons of why that happens. 

Keep up the good work Scott!",1,2024-06-12
206,"@GOP Documentation, please, rather than pulling shit out of your asses. #GOPHerdStupidity",0,2024-06-12
207,"@JoeBiden You said you wouldn’t raise my taxes, you did raise them and now you can’t even talk like a normal human being",0,2024-06-12
208,Joe Biden wasted $300 million of YOUR tax dollars to build a port in Gaz... https://t.co/AJ1Wq2tO7Y via @YouTube,0,2024-06-12
209,"@JoeBiden So why not cut out all the tax loopholes they already take advantage of, why propose a $5T tax hike that will affect the lower class",1,2024-06-12
210,@kangaroos991 You seen to be ignoring the debt under Biden and inflation,0,2024-06-12
211,"@mmpadellan Using a very old picture of Biden doesn't make him younger, it makes you more of a liar",0,2024-06-12
212,@RagingKuJo1222 @mcgmouton57 He should have to forfeit his NCAA titles too,2,2024-06-12
213,"@ScottB_503 @MollyJongFast If there’s one thing I know about shark battery boats it’s this: 

Donald Trump is an adjudicated rapist with 34 felony convictions. https://t.co/k5JwTBp9CZ",2,2024-06-13
214,@RepSwalwell I’m not hanging out with Hunter Biden.,0,2024-06-13
215,"@athikers_bob @Yahoo Oh, Bob, I just disappeared into this story...just a beautiful share...and so heartbreaking to imagine when some man-made morality put limits on something so basic as being who you are &amp; loving freely.
MAGA dares to take us backwards!😡",1,2024-06-12
216,"@CaliRN619 @OwenShroyer1776 Look I know he’s doing this just to be getting attention but when it’s been disproven multiple times that it has nothing to do with Joe Biden, and that the Republicans didn’t wanna vote on a bill to help with this make-believe crisis, but yet still go through the nonsense",0,2024-06-12
217,@patriottakes Not to mention the assault of that Joe Biden doll,0,2024-06-12
218,"Clarence Thomas took more undisclosed trips paid for by GOP megadonor Harlan Crow, Senate committee chair says https://t.co/XF1jTy5YNY",1,2024-06-13
219,"@jimstewartson Actual MAGA here:

Who is taking women’s rights? I’m fairly liberal on abortion but we’re not doing late term 7 month plus shit. We’re not.

We’re more tired than you of Gay push.

Not racist, antisemtic, or xenophobic in any way.

I’m the one being silenced by oligarchs

Enough.",0,2024-06-12
220,"I assume we are all in agreement that whatever happens in November, so long as he is alive, Donald Trump will be the Republican nominee in 2028.",81,2024-06-12
221,"@MalekVivek Looks like a wall to me. 

MAGA = Morally Abhorrent Gullible America",0,2024-06-12
222,"@cnnbrk Now do all of Hunter’s trips on AF one &amp; two to conduct shady business with China, Russia &amp; Ukraine with 10% to the Big Guy. And how bout that laptop you reported as Russian disinformation which we knew all along is real! #CNNFakeNews",0,2024-06-13
223,@harryjsisson You mean when Biden made millions from business deals with china? Remember the “Big Guy?” 😂 🤡 Biden already sold out America to the world. Who pays attention to this kid? Probably not old enough to get laid. 😂,0,2024-06-12
224,@chrisnwoolson @USMNT The only approach should’ve been ultra conservative. We do not have the players or a competent coach to go up against Brazil.,1,2024-06-12
225,@mattyglesias I believe Biden’s critics suffer dementia.,3,2024-06-13
226,"@jcmedlin72 @GOP Everything they do is for campaign cash, they start the day after they get elected, none of them follow the constitution &amp; most don't give a crap about We the People...",1,2024-06-12
227,"ACLU files lawsuit over Biden’s border executive action

https://t.co/0FYn0rQmxQ",0,2024-06-12
228,Joe Biden the dumbshit idiot,0,2024-06-12
229,"@axios Don't worry, I won't be voting for Hunter Biden for president.",0,2024-06-12
230,"@its_The_Dr GO GO REPUBLICANS 
GO GO DEMOCRATS 
LETS GET AMERICA BACK

GET RID OF BIDEN
GO GO TRUMP",0,2024-06-12
231,@KamalaHarris No it's time for Biden Crime Family pay their fair share .,0,2024-06-12
232,"@bjones54327 @SaveDemocracy16 @MSNBC @GOP There you go, you're hitting all of the cult talking points. Good cultist.",0,2024-06-12
233,@JoeyMannarinoUS Arent u a “grab’em by the pssy” Donald trump supporter since when do care about tht.,0,2024-06-12
234,"@reece_dinsdale And the way he swats away the comment about Biden's speech, like it was an inconsequential bit of nothing.",0,2024-06-12
235,@GOP @SenateGOP @HouseGOP The American people are Fed up with your Party. You'll All get voted Out come November. Your Destroying Our Democracy For a Felon Conman.  He destroyed your Party.  He's taking all your Money. #RepublicansHateAmerica #VoteOutAllRepublicans,1,2024-06-12
236,"@MsAvaArmstrong I liked this, you might not be able to see I did",2,2024-06-12
237,"@HereComsTrouble @beachlifelinda1 @abastello2 @BrianHarris33 @katelcasas @DemSoldierJr @chaz_all @Chasmo777 @JenResistedAGN @ElizabethAnnL16 @jenniferjcline @ShellLea289505 @krissymac79 @DEMOCRACYDENNIS Thank you sweet , Ms W 🤗. Have a beautiful evening sis 🦋🍃🫶🏻🌙💙 https://t.co/SPvvVzl023",5,2024-06-12
238,"When Trump and his right wing goons are attacking Dolly Parton, you know they have absolutely abandoned American decency.

Vote for Biden and protect Dolly from Trump and MAGA https://t.co/XaWMAZalDt",27,2024-06-12
239,@FrankFigliuzzi1 @JRubinBlogger @gtconway3d George and his pawful buns are the wurst. https://t.co/pX7l8uCbep,6,2024-06-12
240,President Trump talks to Fox after meeting with GOP lawmakers https://t.co/l307WYjIoR,0,2024-06-13
241,"Russia has navy vessels in Cuba? And they tell us it's o k.
Never happened when Trump was president.
Biden allowed millions to cross our border illegally And we have no idea who's actually in America.
Now we have threats, internal and external, and he does nothing. https://t.co/jncsxRbUbe",0,2024-06-12
242,"@LeeLee54689633 Yes, agreed; that needs to be addressed.  Biden is hell-bent on destroying our country and Newsom is turning CA into a welfare state.  I can't wait for President Trump to return to office so he can get to work on Agenda 47",0,2024-06-12
243,@oompaville Donald trump son,0,2024-06-12
244,Biden's America,0,2024-06-12
245,"@charliekirk11 Vote down ballot only. The 3 Democrats running, Biden, RFK and Trump are too old.",0,2024-06-12
246,"It's Total BULLSHIT, And It Is Happening In EVERY AIRPORT.  FUCK joey biden.",0,2024-06-12
247,"@JftbdwxkrfSears @_garykline @maddenifico Biden said in the debate anyone who killed 380,000 people should not be president.   Then said it was easy to manage and fix.  Takes over and kills 800,000 with Trump vax, and cases the highest inflation in 50 years.   Dem state lockdowns didn’t help",0,2024-06-12
248,@Sassafrass_84 A rake.,0,2024-06-12
249,@NEWSMAX Oh gee.   Who the fuck cares?  You should be more concerned with the billions the GOP is missing away on sham hearings every damned day.,0,2024-06-12
250,"Just so you know, if you see a house with an American flag, there's a 90% chance they are not a Biden voter.  Biden voters hate America, hate freedom,  and love government.  Just kidding, it's 99% chance of not being a Biden voter... https://t.co/HOuKtbSlxw",1,2024-06-12
251,@gatewaypundit But the Capitol Police can arrest him and then let the courts decide.  Democrats are good at using old laws that have never been enforced. Time for the GOP to play their game.  Or refuse funding until he complies. Grow a pair,0,2024-06-12
252,@Ramona64946744 We are. One expert claims that it’s over Biden’s action to allow Ukraine to use U.S. weapons to attack the Mother Land.,0,2024-06-12
253,"@Logically_JC The terms ""conservative politicians"" and ""morality"" should never be used in the same sentence.",0,2024-06-12
254,@acpandy @SenatorDurbin And the GOP led house just voted to hold Garland in contempt of Congress. How do you feel about that one considering they received a full transcript? Presidential immunity at play too. Executive branch vs Legislative branch.,0,2024-06-12
255,@atensnut @LangmanVince Me too!! In our defense we didn’t have a better candidate,0,2024-06-12
256,"@ChrisCuomo Why did Antony Blinken get 51 intelligent officials to say the Hunter Biden laptop was Russian disinformation?

Also why won’t Garland release the audio of Biden’s investigation?

That makes the least sense of anything.",3,2024-06-12
257,@SpeakerMcCarthy @JesseBWatters And no one cares.  Trump will never allow you in his cabin. He knows what a traitor you are,1,2024-06-13
258,@CynicalPublius Screw Ukraine. The CIA  and State Drpt wanted this war. Screw them too.  They over threw a President and installed THEIR guy. Now brain dead Biden is going to have a new missile crisis. WTF did they expect? Biden’s most serious ever sanctions to work?,0,2024-06-12
259,Biden Spurs Largest US Small Business Boom in 25 Years https://t.co/1PZH9ECHpS,0,2024-06-12
260,"@ScotTories And the conservatives, true to form, determined to show they think the electorate in Scotland are thicker than a Young Conservative party Genepool. We know they stand for spiltting up the UK Tumschie Tory. It's why we vote for them! https://t.co/reN9rvTgPK",2,2024-06-12
261,@garykoepnick @Acyn Won't matter. Not her but almost all politicians at her level are intelligent people. They might lie to get votes but they know the truth and they know they're lying. IQ test won't help. Surely not all GOP members of house have sub-100 IQ! Yet they all suck up to Donald.,0,2024-06-12
262,@RobinPasquazzi @MsAvaArmstrong Just RT everything. Likes are lame anyway. IMO. 🤷🏻‍♀️,0,2024-06-12
263,@Dozen4Trump_DAD @TheLeoTerrell @TeamTrump @TrumpWarRoom @realDonaldTrump @GOP @GOPoversight @JudiciaryGOP He’s voting Trump!,0,2024-06-12
264,"Donald Trump's Liquor Licenses At NJ Golf Clubs In Jeopardy | Basking Ridge, NJ Patch - https://t.co/C7YK3a2VfI #GoogleAlerts will #donaldTrump be allowed to serve alcohol at the #whitehouse after he is elected?  #trump2024",0,2024-06-12
265,"@RpsAgainstTrump Spineless and an absolute disgrace. There you have it folks, the GOP supporting an insurrectionist who tried to over throw our democracy.",0,2024-06-12
266,@thejackhopkins I in no way support Joe Biden. I firmly believe he and a number of his family members are corrupt. But Laura Loomer’s post is grotesque.,1,2024-06-12
267,And media needs to STOP giving TFG ANY oxygen. They helped hand him the election in 2016. Promote all the good Biden has done for the country for a change!,0,2024-06-12
268,@DougWahl1 As he should that's a good thing to embrace and to promote that's what a president of the People by the people and for the people should do. God bless you President Biden,1,2024-06-12
269,"@simonateba We need to hear the audio on Joe Biden, we have that right!!",0,2024-06-12
270,"@jenniferfugel @mirabiledictu86 @bonchieredstate The majority of GOP voters list immigration as a priority, they understand it and that bill was nothing more than pork and trash entitled Immigration Reform.",0,2024-06-12
271,@MorticiaVibes Awesome! 👍,1,2024-06-12
272,@elonmusk We hope that soon he will also be in Venezuela....,0,2024-06-12
273,@thetrueshelby Donald Trump belongs in prison,0,2024-06-12
274,@meridithmcgraw CONVICTED FELON = DONALD TRUMP!  Should absolutely not be supported by anyone in this country!,0,2024-06-13
275,@_wake_up_USA Vacuous Hollywood pedos love Biden.,0,2024-06-12
276,be the man hunter biden wants you to be,0,2024-06-12
277,"@mtgreenee The Republican Party is dead, and the MAGA party is dancing on its grave.",0,2024-06-13
278,"@HouseJudiciary @RepRaskin The Democrats FEAR the public hearing tapes of Biden talking.

There must be some fire where there is smoke.",0,2024-06-12
279,@tedcruz move the RNC date!,0,2024-06-12
280,Trans Americans' basic rights are under attack—and MAGA Republicans won't stop here. #VoteForEquality #BidenHarris4More https://t.co/wu3HXqs6c1,0,2024-06-12
281,@Votejimjordan Biden's failures? You are too kind.,0,2024-06-12
282,@DemDeanna You better hope America doesn't have another terrorist attack with all the terrorists Biden's letting in.,0,2024-06-12
283,@ChrisMarsicano That bump happened because of  Biden,0,2024-06-12
284,"@doris7021 @tribelaw Funny, we've been saying the same thing about Biden for 45 years.",0,2024-06-12
285,The Biden Crime Family; one down and now 4 to go ! https://t.co/Hm1Q1olzCw,0,2024-06-12
286,"Trump's Lawyers Say Hush Money Gag Order Stifles Campaign Speech
In a court filing earlier this week, defense lawyers Todd Blanche and Emil Bove noted that Joe Biden's campaign had referred to Trump, the Republican candidate, as a ""convicted felon"" in a May 30 statement. #news https://t.co/xSZJOpbFHa",0,2024-06-12
287,"@FinestOfOakland @FezzikSports That’s not what I remember. It was Biden who interrupted first and told quite a number of lies, saying that the story about Hunter laptop as ,” a bunch of garbage.” At one point Biden had the effrontery to tell President Trump to “shut up.” A first in history.",0,2024-06-12
288,"@JoeBiden Biden, you should be happy about that. You and your family, all the Democrats and your elite friends will benefit the most.",0,2024-06-12
289,@AmyLynnStL Not sure but it's probably whatever the Kardashians eat! 🤣🤣🤣,0,2024-06-12
290,"@JoJoFromJerz Joe Biden USED HIS DRUG ADDICT SON to extort MILLIONS OF DOLLARS from FOREIGN GOVERNMENTS.

Democrats: “Joe Biden is the Dad of the Year.” https://t.co/2YE3BiahbR",0,2024-06-12
291,"@Sassafrass_84 Would?

Has.",2,2024-06-12
292,Q MAGA yes it’s. Great idea.  Only uptight idiots that haven’t tried pot say that dumb shit!!  Stop stereotyping Ron!!  Just legalize,0,2024-06-12
293,"Why poll people who have NO CLUE what information went into President Biden’s decision?

You are a manipulative/conscienceless lot.",0,2024-06-12
294,@hodgetwins Dude I thought she actually used the N word damn snow flakes Biden America is why trump is winning,0,2024-06-12
295,@TrumpSolMAGA @KingAnt777 ONLY CONVERSATION WORTH HAVING IS ABOUT BUYING MORE MAGA https://t.co/c0uDAIvN6i,0,2024-06-12
296,"@BlackKnight10k I am a conservative and I voted for him. It wasn’t his skin color that bothered me, it was how divisive he became.",2,2024-06-12
297,Biden Would Send Money To Mars 😂 https://t.co/PRL7ihDISM via @YouTube,1,2024-06-13
298,"@TheGeneral_0 Mental illness, entitlement, and elite wannabes!",0,2024-06-12
299,@krassenstein Is it because Candace doesn’t support Biden and Israel?,12,2024-06-12
300,@catturd2 Lock him up!  Lock up the evil Biden enforcer!  God bless the Turtle keeping this devil off the bench.,0,2024-06-12
